movieId,genres,original_title,id,overview,actors,director
3258,Comedy|Fantasy,Death Becomes Her,9374,"Madeline is married to Ernest, who was once arch-rival Helen's fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.","['merylstreep', 'brucewillis', 'goldiehawn']",robertzemeckis
3273,Comedy|Horror|Mystery|Thriller,Scream 3,4234,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.","['davidarquette', 'nevecampbell', 'courteneycox']",wescraven
3300,Horror|Sci-Fi|Thriller,Pitch Black,2787,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.","['vindiesel', 'radhamitchell', 'colehauser']",davidtwohy
3362,Crime|Drama,Dog Day Afternoon,968,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,"['alpacino', 'johncazale', 'charlesdurning']",sidneylumet
3386,Drama|Mystery|Thriller,JFK,820,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,"['kevincostner', 'tommyleejones', 'garyoldman']",oliverstone
3404,Action|Drama,Titanic,597,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.","['katewinslet', 'leonardodicaprio', 'francesfisher']",jamescameron
3408,Drama,Erin Brockovich,462,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.","['juliaroberts', 'albertfinney', 'aaroneckhart']",stevensoderbergh
3409,Drama|Thriller,Final Destination,9532,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.","['devonsawa', 'alilarter', 'kerrsmith']",jameswong
3418,Adventure|Crime|Drama,Thelma & Louise,1541,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.","['susansarandon', 'geenadavis', 'harveykeitel']",ridleyscott
3438,Action|Children|Comedy|Fantasy|Sci-Fi,Teenage Mutant Ninja Turtles,1498,A quartet of mutated humanoid turtles clash with an uprising criminal gang of ninjas,"['judithhoag', 'eliaskoteas', 'joshpais']",stevebarron
3441,Action|Drama|War,Red Dawn,60747,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky - shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters. Taking inspiration from their high school mascot, they call themselves the Wolverines, banding together to protect one another, liberate their town from its captors, and take back their freedom.","['chrishemsworth', 'joshhutcherson', 'isabellucas']",danbradley
3448,Comedy|Drama|War,"Good Morning, Vietnam",801,"Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.","['robinwilliams', 'forestwhitaker', 'tungthanhtran']",barrylevinson
3462,Comedy|Drama|Romance,Modern Times,3082,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,"['charliechaplin', 'paulettegoddard', 'henrybergman']",charliechaplin
3471,Adventure|Drama|Sci-Fi,Close Encounters of the Third Kind,840,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.","['richarddreyfuss', 'françoistruffaut', 'terigarr']",stevenspielberg
3481,Comedy|Drama|Romance,High Fidelity,243,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.","['johncusack', 'ibenhjejle', 'toddlouiso']",stephenfrears
3489,Adventure|Comedy|Fantasy,Hook,879,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.","['robinwilliams', 'dustinhoffman', 'juliaroberts']",stevenspielberg
3494,Adventure|Drama|Western,True Grit,44264,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.","['jeffbridges', 'mattdamon', 'joshbrolin']",joelcoen
3499,Drama|Horror|Thriller,Misery,1700,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.","['jamescaan', 'kathybates', 'richardfarnsworth']",robreiner
3510,Drama|Thriller,Frequency,10559,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.","['dennisquaid', 'jimcaviezel', 'andrebraugher']",gregoryhoblit
3527,Action|Sci-Fi|Thriller,Predator,106,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.","['arnoldschwarzenegger', 'carlweathers', 'elpidiacarrillo']",johnmctiernan
3535,Crime|Horror|Mystery|Thriller,American Psycho,1359,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.","['christianbale', 'willemdafoe', 'jaredleto']",maryharron
3578,Action|Adventure|Drama,Gladiator,98,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.","['russellcrowe', 'joaquinphoenix', 'connienielsen']",ridleyscott
